Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
04-05-2023_group4_R,2023-04-10 10:01:35,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_R.mp4,1800.870,25.0,No focal subject,C,,,POINT,1081.863,1081.863,NA,,
04-10-2023_group4_L,2023-04-13 09:47:57,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-10-2023_group4_L.mp4,1800.790,25.0,No focal subject,L,,,POINT,1082.120,1082.120,NA,,
04-08-2023_group4_L,2023-04-11 09:42:27,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group4_L.mp4,1800.700,25.0,No focal subject,C,,,POINT,1082.372,1082.372,NA,,
04-05-2023_group4_L,2023-04-07 16:33:11,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_L.mp4,1800.870,25.0,No focal subject,C,,,POINT,1083.120,1083.120,NA,,
04-10-2023_group4_R,2023-04-13 10:10:23,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-10-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1083.366,1083.366,NA,,
03-06-2023_group1_L,2023-03-08 15:11:44,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-06-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1083.420,1083.420,NA,,
04-05-2023_group4_R,2023-04-10 10:01:35,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_R.mp4,1800.870,25.0,No focal subject,C,,,POINT,1083.621,1083.621,NA,,
03-29-2023_group3_LACTUALLY,2023-03-31 14:59:52,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-29-2023_group3_L.mp4,1800.700,25.0,No focal subject,L,,,POINT,1083.866,1083.866,NA,,
03-06-2023_group1_R,2023-03-08 15:38:17,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-06-2023_group1_R.mp4,1926.870,25.0,No focal subject,C,,,POINT,1084.293,1084.293,NA,,
04-05-2023_group3_L,2023-04-07 15:31:32,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group3_L.mp4,1800.750,25.0,No focal subject,C,,,POINT,1084.621,1084.621,NA,,
03-08-2023_group1_L,2023-03-14 10:04:16,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-08-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1085.323,1085.323,NA,,
04-05-2023_group4_L,2023-04-07 16:33:11,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_L.mp4,1800.870,25.0,No focal subject,C,,,POINT,1086.120,1086.120,NA,,
04-12-2023_group4_R,2023-04-13 15:49:04,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-12-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1086.155,1086.155,NA,,
03-29-2023_group3_L,2023-03-31 11:50:04,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-29-2023_group3_L.mp4,1800.700,25.0,No focal subject,C,,,POINT,1086.864,1086.864,NA,,
04-12-2023_group4_R,2023-04-13 15:49:04,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-12-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1087.403,1087.403,NA,,
03-06-2023_group1_L,2023-03-08 15:11:44,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-06-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1087.420,1087.420,NA,,
04-08-2023_group4_L,2023-04-11 09:42:27,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group4_L.mp4,1800.700,25.0,No focal subject,C,,,POINT,1088.122,1088.122,NA,,
04-05-2023_group4_L,2023-04-07 16:33:11,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_L.mp4,1800.870,25.0,No focal subject,C,,,POINT,1088.622,1088.622,NA,,
04-08-2023_group3_L,2023-04-10 10:39:15,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group3_L.mp4,1800.790,25.0,No focal subject,C,,,POINT,1088.904,1088.904,NA,,
04-05-2023_group3_L,2023-04-07 15:31:32,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group3_L.mp4,1800.750,25.0,No focal subject,C,,,POINT,1089.117,1089.117,NA,,
04-12-2023_group4_R,2023-04-13 15:49:04,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-12-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1089.403,1089.403,NA,,
03-27-2023_group4_L,2023-03-31 09:50:15,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-27-2023_group4_L.mp4,1800.830,25.0,No focal subject,C,,,POINT,1089.866,1089.866,NA,,
04-05-2023_group3_R,2023-04-07 15:59:16,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group3_R.mp4,1800.750,25.0,No focal subject,C,,,POINT,1089.907,1089.907,NA,,
02-27-2023_21dpf__L,2023-03-02 15:36:30,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/02-27-2023_21dpf__L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1089.944,1089.944,NA,,
03-08-2023_group1_L,2023-03-14 10:04:16,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-08-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1090.321,1090.321,NA,,
04-08-2023_group3_R,2023-04-10 11:06:11,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group3_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1090.411,1090.411,NA,,
04-05-2023_group3_L,2023-04-07 15:31:32,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group3_L.mp4,1800.750,25.0,No focal subject,C,,,POINT,1090.615,1090.615,NA,,
04-12-2023_group4_R,2023-04-13 15:49:04,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-12-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1090.909,1090.909,NA,,
03-06-2023_group1_L,2023-03-08 15:11:44,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-06-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1091.170,1091.170,NA,,
04-10-2023_group4_R,2023-04-13 10:10:23,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-10-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1092.366,1092.366,NA,,
04-08-2023_group3_L,2023-04-10 10:39:15,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group3_L.mp4,1800.790,25.0,No focal subject,C,,,POINT,1092.406,1092.406,NA,,
04-05-2023_group4_L,2023-04-07 16:33:11,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_L.mp4,1800.870,25.0,No focal subject,C,,,POINT,1093.124,1093.124,NA,,
03-06-2023_group1_L,2023-03-08 15:11:44,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-06-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1093.172,1093.172,NA,,
04-05-2023_group3_L,2023-04-07 15:31:32,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group3_L.mp4,1800.750,25.0,No focal subject,C,,,POINT,1093.613,1093.613,NA,,
04-10-2023_group4_R,2023-04-13 10:10:23,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-10-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1093.614,1093.614,NA,,
04-05-2023_group4_R,2023-04-10 10:01:35,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_R.mp4,1800.870,25.0,No focal subject,C,,,POINT,1093.623,1093.623,NA,,
04-03-2023_group4_L,2023-04-05 17:19:30,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-03-2023_group4_L.mp4,1800.790,25.0,No focal subject,C,,,POINT,1095.406,1095.406,NA,,
04-03-2023_group3_L,2023-04-05 16:17:21,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-03-2023_group3_L.mp4,1800.790,25.0,No focal subject,C,,,POINT,1095.519,1095.519,NA,,
04-05-2023_group4_L,2023-04-07 16:33:11,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_L.mp4,1800.870,25.0,No focal subject,C,,,POINT,1095.630,1095.630,NA,,
03-29-2023_group3_L,2023-03-31 11:50:04,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-29-2023_group3_L.mp4,1800.700,25.0,No focal subject,C,,,POINT,1096.122,1096.122,NA,,
03-08-2023_group1_L,2023-03-14 10:04:16,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-08-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1097.323,1097.323,NA,,
04-10-2023_group4_R,2023-04-13 10:10:23,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-10-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1097.366,1097.366,NA,,
04-08-2023_group4_L,2023-04-11 09:42:27,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group4_L.mp4,1800.700,25.0,No focal subject,C,,,POINT,1097.370,1097.370,NA,,
04-05-2023_group3_L,2023-04-07 15:31:32,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group3_L.mp4,1800.750,25.0,No focal subject,C,,,POINT,1098.119,1098.119,NA,,
03-27-2023_group4_R,2023-03-31 10:52:26,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-27-2023_group4_R.mp4,1800.830,25.0,No focal subject,C,,,POINT,1098.866,1098.866,NA,,
04-03-2023_group3_R,2023-04-05 16:40:29,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-03-2023_group3_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1098.909,1098.909,NA,,
04-05-2023_group4_R,2023-04-10 10:01:35,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_R.mp4,1800.870,25.0,No focal subject,C,,,POINT,1099.869,1099.869,NA,,
04-05-2023_group3_R,2023-04-07 15:59:16,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group3_R.mp4,1800.750,25.0,No focal subject,C,,,POINT,1099.909,1099.909,NA,,
04-05-2023_group3_L,2023-04-07 15:31:32,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group3_L.mp4,1800.750,25.0,No focal subject,L,,,POINT,1100.119,1100.119,NA,,
04-03-2023_group3_L,2023-04-05 16:17:21,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-03-2023_group3_L.mp4,1800.790,25.0,No focal subject,C,,,POINT,1100.265,1100.265,NA,,
04-08-2023_group4_L,2023-04-11 09:42:27,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group4_L.mp4,1800.700,25.0,No focal subject,C,,,POINT,1101.366,1101.366,NA,,
04-12-2023_group4_R,2023-04-13 15:49:04,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-12-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1101.403,1101.403,NA,,
03-06-2023_group1_L,2023-03-08 15:11:44,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-06-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1101.668,1101.668,NA,,
04-03-2023_group3_L,2023-04-05 16:17:21,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-03-2023_group3_L.mp4,1800.790,25.0,No focal subject,C,,,POINT,1102.019,1102.019,NA,,
04-10-2023_group4_R,2023-04-13 10:10:23,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-10-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1102.366,1102.366,NA,,
02-27-2023_21dpf_R,2023-03-02 16:09:51,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/02-27-2023_21dpf_R.mp4,1926.870,25.0,No focal subject,C,,,POINT,1103.301,1103.301,NA,,
03-08-2023_group1_R,2023-03-14 10:27:47,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-08-2023_group1_R.mp4,1926.870,25.0,No focal subject,C,,,POINT,1103.943,1103.943,NA,,
04-10-2023_group4_R,2023-04-13 10:10:23,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-10-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1104.116,1104.116,NA,,
04-12-2023_group4_R,2023-04-13 15:49:04,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-12-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1105.407,1105.407,NA,,
04-08-2023_group4_R,2023-04-12 15:16:03,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group4_R.mp4,1800.700,25.0,No focal subject,C,,,POINT,1105.882,1105.882,NA,,
04-08-2023_group4_L,2023-04-11 09:42:27,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group4_L.mp4,1800.700,25.0,No focal subject,C,,,POINT,1106.364,1106.364,NA,,
03-27-2023_group3_L,2023-03-30 16:24:07,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-27-2023_group3_L.mp4,1800.660,25.0,No focal subject,C,,,POINT,1106.868,1106.868,NA,,
02-27-2023_21dpf__L,2023-03-02 15:36:30,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/02-27-2023_21dpf__L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1106.942,1106.942,NA,,
04-10-2023_group4_R,2023-04-13 10:10:23,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-10-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1107.114,1107.114,NA,,
03-06-2023_group1_L,2023-03-08 15:11:44,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-06-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1107.420,1107.420,NA,,
04-01-2023_group4_R_premiere,2023-04-04 13:34:48,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-01-2023_group4_R_premiere.mp4,1800.790,25.0,No focal subject,C,,,POINT,1107.863,1107.863,NA,,
04-08-2023_group4_L,2023-04-11 09:42:27,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group4_L.mp4,1800.700,25.0,No focal subject,C,,,POINT,1108.372,1108.372,NA,,
04-05-2023_group3_R,2023-04-07 15:59:16,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group3_R.mp4,1800.750,25.0,No focal subject,C,,,POINT,1108.661,1108.661,NA,,
03-27-2023_group4_R,2023-03-31 10:52:26,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-27-2023_group4_R.mp4,1800.830,25.0,No focal subject,C,,,POINT,1108.868,1108.868,NA,,
03-06-2023_group1_R,2023-03-08 15:38:17,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-06-2023_group1_R.mp4,1926.870,25.0,No focal subject,C,,,POINT,1109.783,1109.783,NA,,
04-12-2023_group4_R,2023-04-13 15:49:04,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-12-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1109.905,1109.905,NA,,
04-01-2023_group4_L_lightworks,2023-04-03 15:05:28,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-01-2023_group4_L_lightworks.mp4,1800.790,25.0,No focal subject,C,,,POINT,1110.084,1110.084,NA,,
03-27-2023_group4_L,2023-03-31 09:50:15,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-27-2023_group4_L.mp4,1800.830,25.0,No focal subject,C,,,POINT,1110.372,1110.372,NA,,
03-29-2023_group3_L,2023-03-31 11:50:04,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-29-2023_group3_L.mp4,1800.700,25.0,No focal subject,C,,,POINT,1110.616,1110.616,NA,,
03-27-2023_group4_R,2023-03-31 10:52:26,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-27-2023_group4_R.mp4,1800.830,25.0,No focal subject,C,,,POINT,1111.116,1111.116,NA,,
04-08-2023_group4_L,2023-04-11 09:42:27,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group4_L.mp4,1800.700,25.0,No focal subject,C,,,POINT,1111.120,1111.120,NA,,
04-12-2023_group4_R,2023-04-13 15:49:04,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-12-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1111.151,1111.151,NA,,
04-05-2023_group3_R,2023-04-07 15:59:16,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group3_R.mp4,1800.750,25.0,No focal subject,C,,,POINT,1111.161,1111.161,NA,,
04-05-2023_group4_L,2023-04-07 16:33:11,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_L.mp4,1800.870,25.0,No focal subject,C,,,POINT,1111.614,1111.614,NA,,
04-10-2023_group4_R,2023-04-13 10:10:23,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-10-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1112.366,1112.366,NA,,
03-06-2023_group1_L,2023-03-08 15:11:44,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-06-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1112.418,1112.418,NA,,
04-08-2023_group4_L,2023-04-11 09:42:27,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group4_L.mp4,1800.700,25.0,No focal subject,C,,,POINT,1113.112,1113.112,NA,,
03-27-2023_group3_R,2023-03-30 17:24:14,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-27-2023_group3_R.mp4,1800.660,25.0,No focal subject,C,,,POINT,1113.627,1113.627,NA,,
04-10-2023_group4_R,2023-04-13 10:10:23,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-10-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1113.868,1113.868,NA,,
03-06-2023_group1_L,2023-03-08 15:11:44,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-06-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1114.168,1114.168,NA,,
04-03-2023_group3_L,2023-04-05 16:17:21,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-03-2023_group3_L.mp4,1800.790,25.0,No focal subject,C,,,POINT,1114.511,1114.511,NA,,
04-05-2023_group4_R,2023-04-10 10:01:35,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_R.mp4,1800.870,25.0,No focal subject,C,,,POINT,1114.863,1114.863,NA,,
03-27-2023_group4_R,2023-03-31 10:52:26,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-27-2023_group4_R.mp4,1800.830,25.0,No focal subject,C,,,POINT,1114.868,1114.868,NA,,
04-12-2023_group4_R,2023-04-13 15:49:04,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-12-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1115.153,1115.153,NA,,
03-06-2023_group1_L,2023-03-08 15:11:44,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-06-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1115.420,1115.420,NA,,
04-05-2023_group4_R,2023-04-10 10:01:35,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_R.mp4,1800.870,25.0,No focal subject,C,,,POINT,1116.371,1116.371,NA,,
04-05-2023_group4_L,2023-04-07 16:33:11,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_L.mp4,1800.870,25.0,No focal subject,C,,,POINT,1116.372,1116.372,NA,,
03-08-2023_group1_L,2023-03-14 10:04:16,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-08-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1116.833,1116.833,NA,,
04-08-2023_group4_L,2023-04-11 09:42:27,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group4_L.mp4,1800.700,25.0,No focal subject,C,,,POINT,1117.122,1117.122,NA,,
03-27-2023_group3_R,2023-03-30 17:24:14,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-27-2023_group3_R.mp4,1800.660,25.0,No focal subject,C,,,POINT,1117.363,1117.363,NA,,
04-03-2023_group3_R,2023-04-05 16:40:29,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-03-2023_group3_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1117.411,1117.411,NA,,
04-05-2023_group4_L,2023-04-07 16:33:11,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_L.mp4,1800.870,25.0,No focal subject,C,,,POINT,1118.368,1118.368,NA,,
04-05-2023_group3_L,2023-04-07 15:31:32,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group3_L.mp4,1800.750,25.0,No focal subject,C,,,POINT,1118.370,1118.370,NA,,
03-27-2023_group3_R,2023-03-30 17:24:14,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-27-2023_group3_R.mp4,1800.660,25.0,No focal subject,C,,,POINT,1118.875,1118.875,NA,,
04-05-2023_group4_L,2023-04-07 16:33:11,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_L.mp4,1800.870,25.0,No focal subject,C,,,POINT,1119.122,1119.122,NA,,
04-05-2023_group3_R,2023-04-07 15:59:16,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group3_R.mp4,1800.750,25.0,No focal subject,C,,,POINT,1119.659,1119.659,NA,,
04-12-2023_group4_R,2023-04-13 15:49:04,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-12-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1119.905,1119.905,NA,,
04-10-2023_group4_R,2023-04-13 10:10:23,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-10-2023_group4_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1120.618,1120.618,NA,,
03-06-2023_group1_L,2023-03-08 15:11:44,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-06-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1120.668,1120.668,NA,,
04-05-2023_group4_R,2023-04-10 10:01:35,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_R.mp4,1800.870,25.0,No focal subject,C,,,POINT,1121.117,1121.117,NA,,
04-10-2023_group4_L,2023-04-13 09:47:57,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-10-2023_group4_L.mp4,1800.790,25.0,No focal subject,C,,,POINT,1121.374,1121.374,NA,,
04-01-2023_group4_R_premiere,2023-04-04 13:34:48,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-01-2023_group4_R_premiere.mp4,1800.790,25.0,No focal subject,C,,,POINT,1121.613,1121.613,NA,,
04-08-2023_group4_L,2023-04-11 09:42:27,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-08-2023_group4_L.mp4,1800.700,25.0,No focal subject,C,,,POINT,1121.620,1121.620,NA,,
04-05-2023_group4_L,2023-04-07 16:33:11,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-05-2023_group4_L.mp4,1800.870,25.0,No focal subject,L,,,POINT,1121.626,1121.626,NA,,
04-03-2023_group3_R,2023-04-05 16:40:29,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/04-03-2023_group3_R.mp4,1800.790,25.0,No focal subject,C,,,POINT,1121.657,1121.657,NA,,
03-08-2023_group1_L,2023-03-14 10:04:16,,C:/Users/moelw/Documents/Projects/Aggression Emergence/2023_06_Natural Habitat Pt 2/03-08-2023_group1_L.mp4,1926.870,25.0,No focal subject,C,,,POINT,1122.325,1122.325,NA,,
